,LightGBM,CatBoost,XGBoost
Safety,2.0,0.9714285714285711,0.2
Performance,0.225,2.25,1.9784374900702235
Efficiency,1.5,0.4078099925109715,0.15
Manufacturability,2.4222290681110517,0.25,2.5
Compatibility,0.175,1.75,1.150818891261225
