,LightGBM,CatBoost,XGBoost
Safety,1.5,0.7285714285714282,0.15
Performance,0.175,1.75,1.5387847144990627
Efficiency,2.25,0.6117149887664572,0.225
Manufacturability,1.9377832544888414,0.2,2.0
Compatibility,0.25,2.5,1.6440269875160358
