,LightGBM,CatBoost,XGBoost
Safety,1.75,0.8499999999999995,0.175
Performance,0.225,2.25,1.9784374900702235
Efficiency,1.5,0.4078099925109715,0.15
Manufacturability,2.4222290681110517,0.25,2.5
Compatibility,0.2,2.0,1.3152215900128288
