,LightGBM,CatBoost,XGBoost
Safety,2.0,0.9714285714285711,0.2
Performance,0.15,1.5,1.3189583267134823
Efficiency,2.5,0.6796833208516192,0.25
Manufacturability,2.1800061612999464,0.225,2.25
Compatibility,0.175,1.75,1.150818891261225
