,LightGBM,CatBoost,XGBoost
Safety,2.0,0.9714285714285711,0.2
Performance,0.25,2.5,2.198263877855804
Efficiency,1.5,0.4078099925109715,0.15
Manufacturability,1.6955603476777361,0.175,1.75
Compatibility,0.225,2.25,1.4796242887644322
