,LightGBM,CatBoost,XGBoost
Safety,2.5,1.2142857142857137,0.25
Performance,0.2,2.0,1.7586111022846431
Efficiency,2.25,0.6117149887664572,0.225
Manufacturability,1.6955603476777361,0.175,1.75
Compatibility,0.15,1.5,0.9864161925096214
