,LightGBM,CatBoost,XGBoost
Safety,2.25,1.0928571428571423,0.225
Performance,0.175,1.75,1.5387847144990627
Efficiency,2.5,0.6796833208516192,0.25
Manufacturability,1.4533374408666309,0.15,1.5
Compatibility,0.2,2.0,1.3152215900128288
