,LightGBM,CatBoost,XGBoost
Safety,2.5,1.2142857142857137,0.25
Performance,0.225,2.25,1.9784374900702235
Efficiency,1.5,0.4078099925109715,0.15
Manufacturability,1.9377832544888414,0.2,2.0
Compatibility,0.175,1.75,1.150818891261225
