,LightGBM,CatBoost,XGBoost
Safety,1.5,0.7285714285714282,0.15
Performance,0.2,2.0,1.7586111022846431
Efficiency,1.75,0.4757783245961334,0.175
Manufacturability,2.4222290681110517,0.25,2.5
Compatibility,0.225,2.25,1.4796242887644322
