,LightGBM,CatBoost,XGBoost
Safety,2.5,1.2142857142857137,0.25
Performance,0.2,2.0,1.7586111022846431
Efficiency,1.75,0.4757783245961334,0.175
Manufacturability,1.4533374408666309,0.15,1.5
Compatibility,0.225,2.25,1.4796242887644322
