,LightGBM,CatBoost,XGBoost
Safety,1.75,0.8499999999999995,0.175
Performance,0.225,2.25,1.9784374900702235
Efficiency,2.0,0.5437466566812954,0.2
Manufacturability,1.4533374408666309,0.15,1.5
Compatibility,0.25,2.5,1.6440269875160358
