,LightGBM,CatBoost,XGBoost
Safety,2.25,1.0928571428571423,0.225
Performance,0.25,2.5,2.198263877855804
Efficiency,2.0,0.5437466566812954,0.2
Manufacturability,1.4533374408666309,0.15,1.5
Compatibility,0.175,1.75,1.150818891261225
