,LightGBM,CatBoost,XGBoost
Safety,2.0,0.9714285714285711,0.2
Performance,0.25,2.5,2.198263877855804
Efficiency,1.75,0.4757783245961334,0.175
Manufacturability,2.1800061612999464,0.225,2.25
Compatibility,0.15,1.5,0.9864161925096214
